Comune;Provincia;Nome;Descrizione;Scheda;Immagine;Descrizione immagine;Sottofamiglia;Indirizzo;Localita;Redazione locale;Data di esportazione;Latitudine;Longitudine
CASTENASO;CITTA' METROPOLITANA DI BOLOGNA;Pieve di San Geminiano;L'antica pieve romanica distrutta dalle truppe di Cesare Borgia...;http://turismoinpianura.cittametropolitana.bo.it//Engine/RAServePG.php/P/30401RTP0400/L/0;http://turismoinpianura.cittametropolitana.bo.it//Immagini/Arte_Cultura/Castenaso_Marano_san_geminianomarano_interno.jpg;Pieve di San Geminiano;CHIESE, PIEVI, BATTISTERI;Via della Pieve, 44 - 40055 Castenaso (BO);;Pianura Bolognese;42083;;
CASTENASO;CITTA' METROPOLITANA DI BOLOGNA;Santuario della Madonna del Pilar;La chiesa dove furono celebrate le prime nozze di Gioacchino Rossini con il soprano Isabella Colbran...;http://turismoinpianura.cittametropolitana.bo.it//Engine/RAServePG.php/P/30371RTP0400/L/0;http://turismoinpianura.cittametropolitana.bo.it//Immagini/Arte_Cultura/pilar_Comune_Castenaso.jpeg;Santuario della Madonna del Pilar;CHIESE, PIEVI, BATTISTERI;Via Montanara, 22 - 40055 Castenaso (BO);;Pianura Bolognese;42083;;
CASTENASO;CITTA' METROPOLITANA DI BOLOGNA;Villa Capriata;Elegante villa di fine '800 con un'architettura in stile neoclassico e circondata da un vasto parco...;http://turismoinpianura.cittametropolitana.bo.it//Engine/RAServePG.php/P/40741RTP0400/L/0;http://turismoinpianura.cittametropolitana.bo.it//Immagini/Arte_Cultura/villa_capriata.jpg;Villa Capriata;VILLE , DIMORE, TEATRI STORICI;Via Marano, 19 - 40055 Castenaso (BO);;Pianura Bolognese;42083;;
CASTIGLIONE DEI PEPOLI;CITTA' METROPOLITANA DI BOLOGNA;Santuario della Madonna delle Grazie di Bocca di Rio;Il Santuario della Madonna delle Grazie di Bocca di Rio, sicuramente uno dei luoghi di culto più belli e frequentati dell'Appennino bolognese, sorge a pochi chilometri da Baragazza. Il 16 luglio 1480 la Madonna apparve a due pastorelli del paese, chiedendo loro di prendere i voti e di costruire ...;http://www.appenninobolognese.net/apbo/index.cfm?event=scheda&qpTemaID=11&qpNEWS_ID=5000033;;;ABBAZIE, MONASTERI, SANTUARI;Localita' Baragazza - 40035 Castiglione dei Pepoli BO;;Appennino Bolognese;42128;44.133629;11.193042
CREVALCORE;CITTA' METROPOLITANA DI BOLOGNA;Castello dei Ronchi;Residenza di campagna originariamente dei conti Caprara, fino a maggio 2012 sede di feste e rievocazioni storiche...;http://turismoinpianura.cittametropolitana.bo.it//Engine/RAServePG.php/P/38291RTP0400/L/0;http://turismoinpianura.cittametropolitana.bo.it//Immagini/Arte_Cultura/villa_ronchi.jpeg;Castello dei Ronchi;CASTELLI, TORRI, CAMPANILI;Via Argini Nord, 3277/b - 40014 Crevalcore (BO);;Pianura Bolognese;42083;;
CREVALCORE;CITTA' METROPOLITANA DI BOLOGNA;Castello di Galeazza Pepoli;Un castello tardo ottocentesco in stile neomedievale, dotato di una poderosa torre...;http://turismoinpianura.cittametropolitana.bo.it//Engine/RAServePG.php/P/29381RTP0400/L/0;http://turismoinpianura.cittametropolitana.bo.it//Immagini/Arte_Cultura/castello_galeazza_aerea.jpg;Castello di Galeazza Pepoli;CASTELLI, TORRI, CAMPANILI;Via Provanone, 8565 - 40014 Crevalcore (BO);;Pianura Bolognese;42083;;
CREVALCORE;CITTA' METROPOLITANA DI BOLOGNA;Castello di Palata Pepoli;Costruito per volere del conte Filippo Pepoli intorno al 1540 con un notevole cortile porticato...;http://turismoinpianura.cittametropolitana.bo.it//Engine/RAServePG.php/P/29371RTP0400/L/0;http://turismoinpianura.cittametropolitana.bo.it//Immagini/Arte_Cultura/palata_ridotta_comune_crevalcore.jpg;Castello di Palata Pepoli;CASTELLI, TORRI, CAMPANILI;Via Stenio Guerzoni - 40014 Crevalcore (BO);;Pianura Bolognese;42083;;
CREVALCORE;CITTA' METROPOLITANA DI BOLOGNA;Chiesa di Bolognina;Custodisce alcuni dipinti donati dalla famiglia Bolognini, tra cui un'opera di Elisabetta Sirani...;http://turismoinpianura.cittametropolitana.bo.it//Engine/RAServePG.php/P/29411RTP0400/L/0;http://turismoinpianura.cittametropolitana.bo.it//Immagini/Arte_Cultura/Crevalcore_ChiesaBolognina_IstComprensivoCr.jpg;Chiesa di Bolognina;CHIESE, PIEVI, BATTISTERI;Via Argini nord, 4738 - 40014 Crevalcore (BO);;Pianura Bolognese;42083;;
CREVALCORE;CITTA' METROPOLITANA DI BOLOGNA;Chiesa di Palata Pepoli;Chiesa attorno a cui si sviluppò il borgo di Palata che, fino a maggio 2012, accoglieva importanti dipinti di scuola bolognese...;http://turismoinpianura.cittametropolitana.bo.it//Engine/RAServePG.php/P/29391RTP0400/L/0;http://turismoinpianura.cittametropolitana.bo.it//Immagini/Arte_Cultura/Crevalcore_square_ChiesaPalataPepoli_-_IstComprensivoCr.jpg;Chiesa di Palata Pepoli;CHIESE, PIEVI, BATTISTERI;Via Provanone, 5100 - 40014 Crevalcore (BO);;Pianura Bolognese;42083;;
CREVALCORE;CITTA' METROPOLITANA DI BOLOGNA;Museo dei burattini Leo Preti;Maschere di diavoli, animali, maghi e gentildonne, prodotti dal burattinaio crevalcorese e collezione di fondali...;http://turismoinpianura.cittametropolitana.bo.it//Engine/RAServePG.php/P/29361RTP0400/L/0;http://turismoinpianura.cittametropolitana.bo.it//Immagini/Arte_Cultura/museo_burattini_leo_preti.jpg;Museo dei burattini Leo Preti;MUSEI, GALLERIE;Via della Rocca, 2 - 40014 Crevalcore (BO);;Pianura Bolognese;42083;;
CREVALCORE;CITTA' METROPOLITANA DI BOLOGNA;Museo della pace Guido Mattioli;Raccolta di reperti della prima guerra mondiale rinvenuti nel Carso: reperti bellici, foto di caduti, lettere dei soldati...;http://turismoinpianura.cittametropolitana.bo.it//Engine/RAServePG.php/P/29401RTP0400/L/0;http://turismoinpianura.cittametropolitana.bo.it//Immagini/Arte_Cultura/museo_pace_mattioli.JPG;Museo della pace Guido Mattioli;MUSEI, GALLERIE;Via XXV Aprile, 85 - 40014 Crevalcore (BO);;Pianura Bolognese;42083;;
CREVALCORE;CITTA' METROPOLITANA DI BOLOGNA;Oratorio della Rotonda;Esempio di rococò bolognese, di forma circolare, eretto come ex voto per lo scampato pericolo del conte Caprara...;http://turismoinpianura.cittametropolitana.bo.it//Engine/RAServePG.php/P/29441RTP0400/L/0;http://turismoinpianura.cittametropolitana.bo.it//Immagini/Arte_Cultura/rotonda_crevalcoreicc.jpg;Oratorio della Rotonda;CAPPELLE, ORATORI, TABERNACOLI;Via del Papa - 40014 Crevalcore (BO);;Pianura Bolognese;42083;;
CREVALCORE;CITTA' METROPOLITANA DI BOLOGNA;Palazzo Bevilacqua Ariosti;Possente costruzione del '500 con due avancorpi a forma di torre e una scala  al centro in ferro battuto...;http://turismoinpianura.cittametropolitana.bo.it//Engine/RAServePG.php/P/29431RTP0400/L/0;http://turismoinpianura.cittametropolitana.bo.it//Immagini/Arte_Cultura/Palazzo_AriostiBevilacqua_square.jpg;Palazzo Bevilacqua Ariosti;VILLE , DIMORE, TEATRI STORICI;Via Provane - 40014 Crevalcore (BO);;Pianura Bolognese;42083;;
CREVALCORE;CITTA' METROPOLITANA DI BOLOGNA;Teatro comunale di Crevalcore;Progettato da un allievo di Ferdinando Galli Bibiena, il teatro ha una decorazione floreale in stile orientaleggiante...;http://turismoinpianura.cittametropolitana.bo.it//Engine/RAServePG.php/P/29351RTP0400/L/0;http://turismoinpianura.cittametropolitana.bo.it//Immagini/Arte_Cultura/Teatro_Comunale_Crevalcore_sp.jpg;Teatro comunale di Crevalcore;VILLE , DIMORE, TEATRI STORICI;Via Matteotti, 106 - 40014 Crevalcore (BO);;Pianura Bolognese;42083;;
DOZZA;CITTA' METROPOLITANA DI BOLOGNA;Chiesa di San Lorenzo;La chiesa di San Lorenzo si trova ad 1 km a ponente di Dozza dove si uniscono le strade che salgono dalla via Emilia.;http://turismoimolese.cittametropolitana.bo.it//Engine/RAServePG.php/P/46301RTI0400/L/0;;;CHIESE, PIEVI, BATTISTERI;via Poggiaccio, 6 - 40060 Dozza (BO);;Area Imolese;42086;;
DOZZA;CITTA' METROPOLITANA DI BOLOGNA;Chiesa di Santa Maria Assunta in Piscina;La chiesa prepositurale di Santa Maria Assunta in Piscina si trova a pochi passi dalla Rocca Sforzesca.;http://turismoimolese.cittametropolitana.bo.it//Engine/RAServePG.php/P/46291RTI0400/L/0;;;CHIESE, PIEVI, BATTISTERI;Via XX Settembre, 52 - 40060 Dozza (BO);;Area Imolese;42086;;
DOZZA;CITTA' METROPOLITANA DI BOLOGNA;Chiesa di Santa Maria della Pianta;La chiesa di Santa Maria della Pianta si trova a circa 5 km a nord della chiesa del Sabbioso e ne è stata dichiarata chiesa sussidiaria.;http://turismoimolese.cittametropolitana.bo.it//Engine/RAServePG.php/P/46311RTI0400/L/0;;;CHIESE, PIEVI, BATTISTERI;Via Pianta - 40060 Dozza (BO);;Area Imolese;42086;;
DOZZA;CITTA' METROPOLITANA DI BOLOGNA;Chiesa S. Maria del Sabbioso;La vecchia chiesa del Sabbioso si presentava ormai in condizioni precarie, così fu costruita una nuova chiesa inaugurata nell'ottobre del 1924.;http://turismoimolese.cittametropolitana.bo.it//Engine/RAServePG.php/P/46281RTI0400/L/0;;;CHIESE, PIEVI, BATTISTERI;Via Emilia, 76 - 40060 Dozza (BO);;Area Imolese;42086;;
DOZZA;CITTA' METROPOLITANA DI BOLOGNA;Donazione Mascellani;Nelle sale della Rocca Sforzesca troviamo la collezione Norma Mascellani, un patrimonio artistico in seno a Dozza, ovvero 22 opere, donate nel 1996 dalla pittrice allieva di Giorgio Morandi.;http://turismoimolese.cittametropolitana.bo.it//Engine/RAServePG.php/P/46231RTI0400/L/0;;;MUSEI, GALLERIE;P.le della Rocca, 1 - 40060 Dozza (BO);;Area Imolese;42086;;
DOZZA;CITTA' METROPOLITANA DI BOLOGNA;Galleria del Muro Dipinto;A Dozza si può visitare la prima ed unica galleria d'arte contemporanea en plein air in Italia semplicemente passeggiando per le sue vie.;http://turismoimolese.cittametropolitana.bo.it//Engine/RAServePG.php/P/46251RTI0400/L/0;;;MUSEI, GALLERIE;Via XX Settembre - 40060 Dozza (BO);;Area Imolese;42086;;
DOZZA;CITTA' METROPOLITANA DI BOLOGNA;Lapide ai Caduti nelle Guerre del '15-'18, 1911 e 1936;"Il testo recita: ""Restituirà la patria nei confini che la natura segnò il comune consacrava alla posterità i prodi gloriosi che all'alta impresa dettero la vita"".";http://turismoimolese.cittametropolitana.bo.it//Engine/RAServePG.php/P/46191RTI0400/L/0;;;MONUMENTI ALLA MEMORIA;Via XX Settembre, 37 - 40060 Dozza (BO);;Area Imolese;42086;;
DOZZA;CITTA' METROPOLITANA DI BOLOGNA;Mura di Dozza e Porta del Rivellino;Nel 1614 il ponte levatoio, che faceva parte insieme alla rocchetta col rivellino di una  struttura di fortificazione a difesa del borgo, fu interrato insieme a parte del rivellino stesso, e fu aperta una nuova porta come si vede ancora oggi.;http://turismoimolese.cittametropolitana.bo.it//Engine/RAServePG.php/P/46201RTI0400/L/0;;;ARCHI, PORTE, MURA, PORTICI;Via Calanco - 40060 Dozza (BO);;Area Imolese;42086;;
DOZZA;CITTA' METROPOLITANA DI BOLOGNA;Museo della Rocca Malvezzi Campeggi;La Rocca è un edificio storico di origini duecentesche che nasce come fortificazione militare, per trasformarsi nel '500 in residenza signorile dei Malvezzi-Campeggi.;http://turismoimolese.cittametropolitana.bo.it//Engine/RAServePG.php/P/46261RTI0400/L/0;;;MUSEI, GALLERIE;P.le della Rocca, 1 - 40060 Dozza (BO);;Area Imolese;42086;;
DOZZA;CITTA' METROPOLITANA DI BOLOGNA;Museo Parrocchiale di Arte Sacra Don Polo;Raccolta di oggetti liturgici della Chiesa di Dozza.;http://turismoimolese.cittametropolitana.bo.it//Engine/RAServePG.php/P/46271RTI0400/L/0;;;MUSEI, GALLERIE;Via XX Settembre, 52 - 40060 Dozza (BO);;Area Imolese;42086;;
DOZZA;CITTA' METROPOLITANA DI BOLOGNA;Pala di Marco Palmezzano della chiesa di Santa Maria Assunta;La pala del Palmezzano è ospitata all'interno della chiesa della Santa Maria Assunta ed è stata dipinta nel 1492 dall'apprezzato pittore e architetto di Forlì.;http://turismoimolese.cittametropolitana.bo.it//Engine/RAServePG.php/P/46171RTI0400/L/0;;;OPERE ARTISTICHE;Via XX Settembre, 52 - 40060 Dozza (BO);;Area Imolese;42086;;
DOZZA;CITTA' METROPOLITANA DI BOLOGNA;Palazzo Comunale;Il Palazzo Comunale è un'antica costruzione trasformata nei secoli, oggi sede del Comune.;http://turismoimolese.cittametropolitana.bo.it//Engine/RAServePG.php/P/45071RTI0400/L/0;;;VILLE , DIMORE, TEATRI STORICI;Via XX Settembre, 37 - 40060 Dozza (BO);;Area Imolese;42086;;
DOZZA;CITTA' METROPOLITANA DI BOLOGNA;Parco della Rocca Sforzesca;Il parco circonda il lato sud ovest della Rocca Sforzesca e raggiunge con una passeggiata panoramica il Rivellino all'ingresso opposto del Borgo percorrendo la via S.Anastasia, affacciata sulla Valsellustra.;http://turismoimolese.cittametropolitana.bo.it//Engine/RAServePG.php/P/46181RTI0400/L/0;;;GIARDINI, PARCHI STORICI;P.le della Rocca, 1 - 40060 Dozza (BO);;Area Imolese;42086;;
DOZZA;CITTA' METROPOLITANA DI BOLOGNA;Piazze di Dozza;La piazza Zotti, in prossimità della chiesa di Santa Maria Assunta e del Palazzo Comunale con vista sui crinali che circondano il borgo.;http://turismoimolese.cittametropolitana.bo.it//Engine/RAServePG.php/P/46211RTI0400/L/0;;;PIAZZE, LOGGE, VIE STORICHE;Piazza Zotti - 40060 Dozza (BO);;Area Imolese;42086;;
DOZZA;CITTA' METROPOLITANA DI BOLOGNA;Pinacoteca del Muro Dipinto;Nelle sale della Rocca Sforzesca è allestita la pinacoteca del Muro Dipinto ovvero la raccolta di tutti i dipinti dal '60, anno in cui la rassegna ha avuto inizio, ad oggi.;http://turismoimolese.cittametropolitana.bo.it//Engine/RAServePG.php/P/46241RTI0400/L/0;;;MUSEI, GALLERIE;P.le della Rocca, 1 - 40060 Dozza (BO);;Area Imolese;42086;;
DOZZA;CITTA' METROPOLITANA DI BOLOGNA;Rocca Sforzesca di Dozza;La Rocca fu costruita nel 1250 dal Comune di Bologna e ampliata nel 1310 da Romeo Pepoli.;http://turismoimolese.cittametropolitana.bo.it//Engine/RAServePG.php/P/46221RTI0400/L/0;;;CASTELLI, TORRI, CAMPANILI;P.le della Rocca, 1 - 40060 Dozza (BO);;Area Imolese;42086;;
DOZZA;CITTA' METROPOLITANA DI BOLOGNA;Santuario della Madonna del Calanco;Il santuario della Madonna del Calanco si trova ad 1 km da Dozza sul suggestivo terreno dei calanchi.;http://turismoimolese.cittametropolitana.bo.it//Engine/RAServePG.php/P/46111RTI0400/L/0;;;ABBAZIE, MONASTERI, SANTUARI;Via Calanco - 40060 Dozza (BO);;Area Imolese;42086;;
DOZZA;CITTA' METROPOLITANA DI BOLOGNA;Villa Acquaderni;La villa si trova sulla fascia pedecollinare imolese vicino all'abitato di Dozza.;http://turismoimolese.cittametropolitana.bo.it//Engine/RAServePG.php/P/46321RTI0400/L/0;;;VILLE , DIMORE, TEATRI STORICI;Via Nuova Sabbioso, 21 - 40060 Dozza (BO);;Area Imolese;42086;;
DOZZA;CITTA' METROPOLITANA DI BOLOGNA;Villa Lenzi;La villa sorge in via Felicione.;http://turismoimolese.cittametropolitana.bo.it//Engine/RAServePG.php/P/46341RTI0400/L/0;;;VILLE , DIMORE, TEATRI STORICI;via Felicione, 12 - 40060 Dozza (BO);;Area Imolese;42086;;
DOZZA;CITTA' METROPOLITANA DI BOLOGNA;Villa Marcona;Villa Marcona risale al 1794 sembra attribuibile all'architetto Cosimo Morelli su commissione della famiglia Toschi-Della Volpe come villa di campagna di famiglia.;http://turismoimolese.cittametropolitana.bo.it//Engine/RAServePG.php/P/46331RTI0400/L/0;;;VILLE , DIMORE, TEATRI STORICI;Via Calanco, 29-31 - 40060 Dozza (BO);;Area Imolese;42086;;
FONTANELICE;CITTA' METROPOLITANA DI BOLOGNA;Archivio Museo Mengoni;Il museo è situato nell'ex palazzo Pubblico di Fontanelice, in P.zza Roma, ora sede anche della nuova biblioteca.;http://turismoimolese.cittametropolitana.bo.it//Engine/RAServePG.php/P/46351RTI0400/L/0;;;MUSEI, GALLERIE;P.zza Roma, 23 - 40025 Fontanelice (BO);;Area Imolese;42086;;
FONTANELICE;CITTA' METROPOLITANA DI BOLOGNA;Arco dello Zampa;L'arco si trova all'ingresso della bella piazza Roma e del caratteristico centro storico.;http://turismoimolese.cittametropolitana.bo.it//Engine/RAServePG.php/P/46451RTI0400/L/0;;;CASTELLI, TORRI, CAMPANILI;Via Mengoni - 40025 Fontanelice (BO);;Area Imolese;42086;;
FONTANELICE;CITTA' METROPOLITANA DI BOLOGNA;Chiesa di San Pietro e Paolo;"La chiesa, denominata in passato ""chiesa dei Servi di Maria"", fu costruita insieme al vicino convento nel 1584.";http://turismoimolese.cittametropolitana.bo.it//Engine/RAServePG.php/P/46441RTI0400/L/0;;;CHIESE, PIEVI, BATTISTERI;Via Mengoni - 40025 Fontanelice (BO);;Area Imolese;42086;;
FONTANELICE;CITTA' METROPOLITANA DI BOLOGNA;Santuario della Madonna del Rio;Il santuario fu eretto nel 1741 su progetto dell'architetto Domenico Trifogli.;http://turismoimolese.cittametropolitana.bo.it//Engine/RAServePG.php/P/46431RTI0400/L/0;;;CHIESE, PIEVI, BATTISTERI;Via Gesso - 40025 Fontanelice (BO);;Area Imolese;42086;;
GAGGIO MONTANO;CITTA' METROPOLITANA DI BOLOGNA;Arco Capacelli;"L'arco si trova sulla porta d'accesso al ""Sasso di di Rocca"" a Gaggio Montano, ha uno stemma gentilizio raffigurante un drago a sette teste sovrastato da una testa d'uomo dallo sguardo severo e dai lunghi baffi. Venne fatto costruire nel 1564 dalla famiglia Capacelli.";http://www.appenninobolognese.net/apbo/index.cfm?event=scheda&qpTemaID=11&qpNEWS_ID=5286;;;ARCHI, PORTE, MURA, PORTICI;Piazzetta de Voltone - 40041 Gaggio Montano BO;;Appennino Bolognese;42128;44.197315;10.936892
GAGGIO MONTANO;CITTA' METROPOLITANA DI BOLOGNA;Borgo del Castellaccio;Vista dal basso la costruzione del Castellaccio giustifica pienamente il nome, richiamando con le sue mura a strapiombo sulla parete rocciosa le immagini delle più conosciute fiabe, in cui cavalieri erranti, senza macchia nè paura, donzelle, draghi, maghi intenti a preparare filtri e sortilegi, ...;http://www.appenninobolognese.net/apbo/index.cfm?event=scheda&qpTemaID=11&qpNEWS_ID=5440;;;BORGHI;Palazzo d'Affrico - 40040 Gaggio Montano BO;;Appennino Bolognese;42128;44.245136;11.025308
GAGGIO MONTANO;CITTA' METROPOLITANA DI BOLOGNA;Borgo il Ponte;Sono da segnalare, oltre la CA' DEL PONTE con un parco ricco di essenze pregiate, la CASA TANARI risalente al sec. XIII-XIV, ma rimaneggiata, al cui cortile si accede per un ARCO cinquecentesco, e la CASA CAPPONI originaria del sec. XV. Più in basso è I'antica Rocca trasformata nella seconda ...;http://www.appenninobolognese.net/apbo/index.cfm?event=scheda&qpTemaID=11&qpNEWS_ID=5409;;;BORGHI;località il Ponte - 40041 Gaggio Montano BO;;Appennino Bolognese;42128;;
GAGGIO MONTANO;CITTA' METROPOLITANA DI BOLOGNA;Borgo Lagazzana;"E', in ordine di tempo, il secondo nucleo storico di Gaggio, molto interessante dal punto di vista ambientale storico è l'antico borgo sorto ai piedi del ""Sasso di Rocca"" poichè è rimasto inalterato nel tempo trasmettondoci l'antico tessuto urbanistico e le caratteristiche architettoniche die ...";http://www.appenninobolognese.net/apbo/index.cfm?event=scheda&qpTemaID=11&qpNEWS_ID=5287;;;BORGHI;località La Gazzana - 40041 Gaggio Montano BO;;Appennino Bolognese;42128;;
GAGGIO MONTANO;CITTA' METROPOLITANA DI BOLOGNA;Chiesa della Madonna del Sacro Cuore;La Chiesa è dedicata alla Madonna del Sacro Cuore ma nacque come oratorio nel 1905 per opera dei padri Cappuccini di Porretta Terme. L'edificio venne ampliato nel 1912 ed eretto a parrocchiale il 3 settembre 1938 dal cardinale Nasalli Rocca. La chiesa presenta una bella facciata in pietra di ...;http://www.appenninobolognese.net/apbo/index.cfm?event=scheda&qpTemaID=11&qpNEWS_ID=5267;;;CHIESE, PIEVI, BATTISTERI;Viale della Chiesa, 39 - 40041 Gaggio Montano BO;;Appennino Bolognese;42128;44.225883;11.032247
GAGGIO MONTANO;CITTA' METROPOLITANA DI BOLOGNA;Chiesa di San Giacomo;La chiesa ottocentesca, a causa di un cedimento del terreno, ha subito un radicale restauro che l'ha salvata da sicura rovina. All'interno sono conservate alcune tele seicentesche ed una preziosa Madonna in terracotta di fattura settecentesca. Nel 1849 venne costruito il campanile. La ...;http://www.appenninobolognese.net/apbo/index.cfm?event=scheda&qpTemaID=11&qpNEWS_ID=5450;;;CHIESE, PIEVI, BATTISTERI;Piazza Rossano Marchioni - 40030 Gaggio Montano BO;;Appennino Bolognese;42128;44.213093;10.97504
GAGGIO MONTANO;CITTA' METROPOLITANA DI BOLOGNA;Chiesa di San Michele Arcangelo;La Parrocchia di Rocca Pitigliana venne nominata per la prima volta nel 1235. Distrutta non si sa se a causa di una frana o per alte cause, fu ricostruita in un luogo diverso dalla precedente nel 1502 e rifatta nel 1695. Nel 1696 fu eretto il CAMPANILE che sorge su una roccia raggiungendo in ...;http://www.appenninobolognese.net/apbo/index.cfm?event=scheda&qpTemaID=11&qpNEWS_ID=5460;;;CHIESE, PIEVI, BATTISTERI;Fraz. Rocca Pitigliana - 40040 Gaggio Montano BO;;Appennino Bolognese;42128;44.23621;11.006817
GAGGIO MONTANO;CITTA' METROPOLITANA DI BOLOGNA;Chiesa di Santa Lucia;L'attuale edificio è frutto della ricostruzione seguita alla distruzione bellica della Seconda Guerra Mondiale: Pietracolora si trovava infatti sulla linea Gotica. Le sue origini risalgono al secolo XII, mentre il campanile crollato era stato eretto nel 1668. Anche i quadri che ornavano ...;http://www.appenninobolognese.net/apbo/index.cfm?event=scheda&qpTemaID=11&qpNEWS_ID=5270;;;CHIESE, PIEVI, BATTISTERI;Via Piave, 34 - 40041 Gaggio Montano BO;;Appennino Bolognese;42128;44.247334;10.990412
GAGGIO MONTANO;CITTA' METROPOLITANA DI BOLOGNA;Monumento dei soldati brasiliani;Le truppe brasiliane furono impegnate in una sanguinosa rappresaglia contro le truppe tedesche proprio nella piana di Guanella. Il luogo venne letteralmente ricoperto di cadaveri. Numerosi brasiliani che perdettero la vita in quel sanguinoso attacco, provenivano da un paese vicino a Rio de ...;http://www.appenninobolognese.net/apbo/index.cfm?event=scheda&qpTemaID=11&qpNEWS_ID=5447;;;ARCHITETTURA MODERNA;Piana di Guanella - 40030 Gaggio Montano BO;;Appennino Bolognese;42128;44.197315;10.936892
GAGGIO MONTANO;CITTA' METROPOLITANA DI BOLOGNA;Oratorio di San Giovanni Evangelista;Di antica origine tre-quattrocentesca, il complesso e si compone di due edifici, il più antico dei quali (sec. XIII-XIV) conserva un pregevole DIPINTO a olio del tardo '400 raffigurante CRISTO PORTACROCE con la Madonna e San Giovanni Evangelista. Ampie tracce di AFFRESCHI della fine del sec. ...;http://www.appenninobolognese.net/apbo/index.cfm?event=scheda&qpTemaID=11&qpNEWS_ID=5257;;;CAPPELLE, ORATORI, TABERNACOLI;Via Duca D'Aosta, 1 - 40041 Gaggio Montano BO;;Appennino Bolognese;42128;44.198032;10.933427
GAGGIO MONTANO;CITTA' METROPOLITANA DI BOLOGNA;Oratorio di Santa Maria Maddalena;L'Oratorio delle Sassane è probabilmente lo stesso che negli elenchi del secolo XIV è ricordato fra le chiese dipendenti dalla Pieve di Pitigliano come ospitale SANCTE RAYNE de SASSANA. Nel corso del Quattrocento cambiò il titolo in quello di Santa Maria Maddalena, come oratorio dipendente ...;http://www.appenninobolognese.net/apbo/index.cfm?event=scheda&qpTemaID=11&qpNEWS_ID=5469;;;CAPPELLE, ORATORI, TABERNACOLI;località Sassane - 40041 Gaggio Montano BO;;Appennino Bolognese;42128;;
GAGGIO MONTANO;CITTA' METROPOLITANA DI BOLOGNA;Parrocchia dei Santi Michele e Nazario;La chiesa, dedicata ai Santi Michele e Nazario, venne eretta fra il 1892 ed il 1897 a cura dell'allora parroco Carlo Emanuele Meotti sui resti di un più antico edificio diversamente orientato, di cui resta resta solamente l'abside quadrata e parte della navata coperta a capriate di carattere ...;http://www.appenninobolognese.net/apbo/index.cfm?event=scheda&qpTemaID=11&qpNEWS_ID=5254;;;CHIESE, PIEVI, BATTISTERI;Via Duca D'Aosta, 1 - 40041 Gaggio Montano BO;;Appennino Bolognese;42128;44.198032;10.933427
GAGGIO MONTANO;CITTA' METROPOLITANA DI BOLOGNA;Parrocchia della Madonna di Fatima e di San Bartolomeo;"L'attuale chiesa parrocchiale è dedicata alla Madonna di Fatima e a San Bartoleomeo e fu inaugurata nel 1953. Dietro l'altar maggiore si può ammirare un grande affresco moderno del PASQUI; sull'altare di sinistra una Pala di Alessandro GUARDASSONI (sec.XIX), che rappresenta Santa Margherita e ...";http://www.appenninobolognese.net/apbo/index.cfm?event=scheda&qpTemaID=11&qpNEWS_ID=5269;;;CHIESE, PIEVI, BATTISTERI;Via Kennedy - 40040 Gaggio Montano BO;;Appennino Bolognese;42128;44.180138;10.980331
GAGGIO MONTANO;CITTA' METROPOLITANA DI BOLOGNA;Parrocchia di Santa Maria Villiana;La chiesa parrocchiale, in posizione suggestiva ed appartata, è dedicata alla Madonna Assunta. Il Borgo prende il nome dalla piccola chiesetta. La CHIESA dedicata a SANTA MARIA ASSUNTA, già attestata nel 1300 fu elevata al rango di parrocchiale nel 1411, venne poi ampliata nel 1679 e ...;http://www.appenninobolognese.net/apbo/index.cfm?event=scheda&qpTemaID=11&qpNEWS_ID=5464;;;CHIESE, PIEVI, BATTISTERI;Fraz. Santa Maria Villiana - 40040 Gaggio Montano BO;;Appennino Bolognese;42128;44.197315;10.936892
GAGGIO MONTANO;CITTA' METROPOLITANA DI BOLOGNA;Pieve di Affrico;La Pieve di Affrico venne istituita nel 969 e forse sorgeva nell'attuale borgo, nel 1300 risultava avere 7 chiese dipendenti. E' una delle poche chiese pervenutaci nelle sue forme storiche. Nel 1677 franò e venne ricostruita tra il1682 e il 1684. I lavori furono terminati definitivamente nel ...;http://www.appenninobolognese.net/apbo/index.cfm?event=scheda&qpTemaID=11&qpNEWS_ID=5439;;;CHIESE, PIEVI, BATTISTERI;Piazza Affrico - 40041 Gaggio Montano BO;;Appennino Bolognese;42128;44.24548;11.02559
GAGGIO MONTANO;CITTA' METROPOLITANA DI BOLOGNA;Santuario della Madonna degli Emigranti;Il Santuario della Madonna degli Emigranti fu voluto da Monsignor Carlo Emanuele MEOTTI il quale scelse il monte sovrastante il paese, sulla Serra di Ronchidos. Il Santuario doveva essere intitolato alla Sacra Famiglia emigrante in Egitto e doveva avere locali sottostanti per il rifugio ed il ...;http://www.appenninobolognese.net/apbo/index.cfm?event=scheda&qpTemaID=11&qpNEWS_ID=5256;;;ABBAZIE, MONASTERI, SANTUARI;località Serra di Ronchidoso - 40041 Gaggio Montano BO;;Appennino Bolognese;42128;;
