Comune;Provincia;Nome;Descrizione;Scheda;Immagine;Descrizione immagine;Sottofamiglia;Indirizzo;Localita;Redazione locale;Data di esportazione;Latitudine;Longitudine
CASALECCHIO DI RENO;CITTA' METROPOLITANA DI BOLOGNA;Ristorante Calzavecchio;Di origini molto antiche, il locale frequentato anche dal poeta Carducci propone la cucina bolognese e pesce...;http://turismoinpianura.cittametropolitana.bo.it//Engine/RAServePG.php/P/70851RTP0600/L/0;http://turismoinpianura.cittametropolitana.bo.it//Immagini/DoveMangiare/RistoranteCalzavecchio_Casalecchio_BottSt_piatto_Sq.jpg;Ristorante Calzavecchio;RISTORANTI, PIZZERIE, AGRITURISMI;Via Calzavecchio, 1 - 40033 Casalecchio di Reno (BO);;Pianura Bolognese;42083;;
CASALFIUMANESE;CITTA' METROPOLITANA DI BOLOGNA;La Terrazza;"Cucina tipica romagnola e creativa; menu di carne e pesce.";http://turismoimolese.cittametropolitana.bo.it//Engine/RAServePG.php/P/50701RTI0700/L/0;;;RISTORANTI, PIZZERIE, AGRITURISMI;via Bordona, 9 - 40020 Casalfiumanese (BO);;Area Imolese;42086;;
CASALFIUMANESE;CITTA' METROPOLITANA DI BOLOGNA;Le Marsiglie;Le marsiglie, è un ristorante pizzeria con locanda, ha la possibilità di ospitare otto persone nelle sue quattro camere, situato di fronte al paese di Casalfiumanese immerso nel verde con ampio parcheggio.;http://turismoimolese.cittametropolitana.bo.it//Engine/RAServePG.php/P/50711RTI0700/L/0;;;RISTORANTI, PIZZERIE, AGRITURISMI;via Marsiglie, 28/A - 40020 Casalfiumanese (BO);;Area Imolese;42086;;
CASALFIUMANESE;CITTA' METROPOLITANA DI BOLOGNA;Ristorante Al Pescatore;Specialità pesce;http://turismoimolese.cittametropolitana.bo.it//Engine/RAServePG.php/P/50691RTI0700/L/0;;;RISTORANTI, PIZZERIE, AGRITURISMI;via Primo Maggio, 18/19 - 40020 Casalfiumanese (BO);;Area Imolese;42086;;
CASALFIUMANESE;CITTA' METROPOLITANA DI BOLOGNA;Ristorante Aurora;Cucina tipica;http://turismoimolese.cittametropolitana.bo.it//Engine/RAServePG.php/P/48511RTI0700/L/0;;;RISTORANTI, PIZZERIE, AGRITURISMI;Via Sillaro, 35 - 40020 Casalfiumanese (BO);;Area Imolese;42086;;
CASALFIUMANESE;CITTA' METROPOLITANA DI BOLOGNA;Ristorante La Bicocca;Specialità:  funghi porcini, tartufo, carne alla brace.;http://turismoimolese.cittametropolitana.bo.it//Engine/RAServePG.php/P/50681RTI0700/L/0;;;RISTORANTI, PIZZERIE, AGRITURISMI;Via Carseggio, 12 - 40020 Casalfiumanese (BO);;Area Imolese;42086;;
CASALFIUMANESE;CITTA' METROPOLITANA DI BOLOGNA;Ristorante Valsellustra;Cucina tradizionale.;http://turismoimolese.cittametropolitana.bo.it//Engine/RAServePG.php/P/50721RTI0700/L/0;;;RISTORANTI, PIZZERIE, AGRITURISMI;via Valsellustra, 16 - 40020 Casalfiumanese (BO);;Area Imolese;42086;;
CASALFIUMANESE;CITTA' METROPOLITANA DI BOLOGNA;Rosticceria e pizzeria da asporto Mr Gnam Gnam;Specialità: Pizza, piadina, calzoni, polli arrosto.;http://turismoimolese.cittametropolitana.bo.it//Engine/RAServePG.php/P/48501RTI0700/L/0;;;RISTORANTI, PIZZERIE, AGRITURISMI;Via Montanara, 44 - 40020 Casalfiumanese (BO);;Area Imolese;42086;;
CASALFIUMANESE;CITTA' METROPOLITANA DI BOLOGNA;Self Service Bontavola;Mensa aziendale, ristorazione veloce, pizzeria.;http://turismoimolese.cittametropolitana.bo.it//Engine/RAServePG.php/P/50731RTI0700/L/0;;;SELF SERVICE, MENSE;via Primo Maggio, 12/17 - 40020 Casalfiumanese (BO);;Area Imolese;42086;;
CASTEL D'AIANO;CITTA' METROPOLITANA DI BOLOGNA;"Agriturismo ""La Rocchetta""";;http://www.appenninobolognese.net/apbo/index.cfm?event=scheda&qpTemaID=11&qpNEWS_ID=120122;;;RISTORANTI, PIZZERIE, AGRITURISMI;Via Monterocca, 68 - 40040 Castel D'Aiano BO;;Appennino Bolognese;42128;44.292088;11.033525
CASTEL D'AIANO;CITTA' METROPOLITANA DI BOLOGNA;Osteria Santa Lucia;L'Osteria Santa Lucia propone cucina casalinga con piatti tipici della zona e pasta fatta in casa. Qui si devono gustare i borlenghi e le tigelle vera specialità del locale. E' necessaria la prenotazione L'osteria dispone di due sale per 30 posti al coperto, inoltre anche 12 posti all'aperto;http://www.appenninobolognese.net/apbo/index.cfm?event=scheda&qpTemaID=11&qpNEWS_ID=5377;;;ENOTECHE, OSTERIE, VINERIE;Via Santa Lucia, 10 - 40040 Castel D'Aiano BO;;Appennino Bolognese;42128;44.280491;11.00469
CASTEL D'AIANO;CITTA' METROPOLITANA DI BOLOGNA;"Pizzeria caffetteria ""Morena""";"La Pizzeria caffetteria ""Morena"" offre un ambiente accogliente in un locale caratteristico situato nel centro del paese.";http://www.appenninobolognese.net/apbo/index.cfm?event=scheda&qpTemaID=11&qpNEWS_ID=5378;;;RISTORANTI, PIZZERIE, AGRITURISMI;Via Monte Rocca, 24 - 40040 Castel D'Aiano BO;;Appennino Bolognese;42128;44.293671;11.031603
CASTEL D'AIANO;CITTA' METROPOLITANA DI BOLOGNA;"Pizzeria ""la Tavernetta""";"La Pizzeria ""la Tavernetta"" offre un ambiente accogliente in un locale caratteristico situato nel centro del paese. Il locale propone piatti di carne ai ferri ed è da assggiare la salsiccia e le varietà di carne proposte.";http://www.appenninobolognese.net/apbo/index.cfm?event=scheda&qpTemaID=11&qpNEWS_ID=5381;;;RISTORANTI, PIZZERIE, AGRITURISMI;Via Monte Rocca, 22 - 40040 Castel D'Aiano BO;;Appennino Bolognese;42128;44.293633;11.031536
CASTEL D'AIANO;CITTA' METROPOLITANA DI BOLOGNA;"Ristorante - bar ""I Portoni""";"Specialità: cucina tipica locale. Anche albergo. 100 coperti disponibili. Prezzi: menù alla carta da 12.91 a 15.50 euro; menù a prezzo fisso 9.30 euro.";http://www.appenninobolognese.net/apbo/index.cfm?event=scheda&qpTemaID=11&qpNEWS_ID=120123;;;RISTORANTI, PIZZERIE, AGRITURISMI;Via Sassomolare, 15 - 40034 Castel D'Aiano BO;;Appennino Bolognese;42128;44.266666;10.976502
CASTEL D'AIANO;CITTA' METROPOLITANA DI BOLOGNA;"Ristorante - bar - pizzeria ""Il Merlino""";Ambiente caratteristico dotato di tutti i comfort. Dispone di ampia sala panoramica ideale per banchetti, cene di lavoro e matrimoni. E' presente anche una sala giochi per bambini. Specialità: pasta fatta in casa, polenta, porcini, gnocco fritto, tigelle.;http://www.appenninobolognese.net/apbo/index.cfm?event=scheda&qpTemaID=11&qpNEWS_ID=5392;;;RISTORANTI, PIZZERIE, AGRITURISMI;Via Bologna, 65 - 40034 Castel D'Aiano BO;;Appennino Bolognese;42128;44.279095;11.00287
CASTEL D'AIANO;CITTA' METROPOLITANA DI BOLOGNA;"Ristorante Pizzeria ""La Rugiada""";Situata su una collinetta con ampio giardino e parcheggio, è la caratteristica costruzione di montagna in legno e pietra vecchia sia all'interno che esternamente. .;http://www.appenninobolognese.net/apbo/index.cfm?event=scheda&qpTemaID=11&qpNEWS_ID=5379;;;RISTORANTI, PIZZERIE, AGRITURISMI;Via Passo Sella, 1 - 40040 Castel D'Aiano BO;;Appennino Bolognese;42128;44.296783;11.032132
CASTEL D'AIANO;CITTA' METROPOLITANA DI BOLOGNA;"Ristorantino Bar ""Il Guado""";Una sosta per ritrovare i sapori antichi, dai primi piatti con le paste fatte a mano e al torchio, ai secondi con carni di zona, come il gustoso filetto di manzo e il saporito cinghiale. E ancora polenta, funghi, tartufi, tigelle,crescentine fritte e un pizzico di fantasia con i piccanti piatti ...;http://www.appenninobolognese.net/apbo/index.cfm?event=scheda&qpTemaID=11&qpNEWS_ID=120121;;;RISTORANTI, PIZZERIE, AGRITURISMI;Via Val d' Aneva, 112 - 40040 Castel D'Aiano BO;;Appennino Bolognese;42128;44.276508;11.005507
CASTEL D'AIANO;CITTA' METROPOLITANA DI BOLOGNA;Trattoria San Rocco;La Trattoria San Rocco propone cucina casalinga con piatti tipici della zona e pasta fatta in casa. Qui si devono gustare le tigelle e le crescentine, vera specialità del locale.;http://www.appenninobolognese.net/apbo/index.cfm?event=scheda&qpTemaID=11&qpNEWS_ID=5380;;;RISTORANTI, PIZZERIE, AGRITURISMI;Via Ciliegiola, 8 - 40040 Castel D'Aiano BO;;Appennino Bolognese;42128;44.291214;11.032668
CASTEL DEL RIO;CITTA' METROPOLITANA DI BOLOGNA;Agriturismo Bosco del Ciù;Al Bosco del Ciù l?ospitalità è informale e giovanile in un ambiente particolare.;http://turismoimolese.cittametropolitana.bo.it//Engine/RAServePG.php/P/57231RTI0700/L/0;;;RISTORANTI, PIZZERIE, AGRITURISMI;via Panoramica, 4927 loc.Valsalva - 40022 Castel del Rio (BO);;Area Imolese;42086;;
CASTEL DEL RIO;CITTA' METROPOLITANA DI BOLOGNA;Albergo Ristorante Gallo;Il ristorante propone ricette che hanno il marchio di famiglia, ispirate dal rispetto dei sapori del territorio ed elaborate con gusto e passione.;http://turismoimolese.cittametropolitana.bo.it//Engine/RAServePG.php/P/48381RTI0700/L/0;;;RISTORANTI, PIZZERIE, AGRITURISMI;piazza della Repubblica, 20/30 - 40022 Castel del Rio (BO);;Area Imolese;42086;;
CASTEL DEL RIO;CITTA' METROPOLITANA DI BOLOGNA;Locanda Corona;Locale tipico e accogliente situato nella piazza principale di Castel del Rio.;http://turismoimolese.cittametropolitana.bo.it//Engine/RAServePG.php/P/48391RTI0700/L/0;;;RISTORANTI, PIZZERIE, AGRITURISMI;piazza della Repubblica, 34 - 40022 Castel del Rio (BO);;Area Imolese;42086;;
CASTEL DEL RIO;CITTA' METROPOLITANA DI BOLOGNA;Osteria al Palazzaccio;Cucina emiliano-romagnola;http://turismoimolese.cittametropolitana.bo.it//Engine/RAServePG.php/P/57241RTI0700/L/0;;;ENOTECHE, OSTERIE, VINERIE;Piazza della repubblica, 3 - 40022 Castel del Rio (BO);;Area Imolese;42086;;
CASTEL DEL RIO;CITTA' METROPOLITANA DI BOLOGNA;Pizzeria Osteria degli Ambrogini;Il locale è situato all'interno di un rustico d'epoca rinascimentale ed è dotato di un parco, un giardino ed un suggestivo patio esterno per pranzi e cene estivi.;http://turismoimolese.cittametropolitana.bo.it//Engine/RAServePG.php/P/48361RTI0700/L/0;;;RISTORANTI, PIZZERIE, AGRITURISMI;via Roncassaglia, 1/a - 40022 Castel del Rio (BO);;Area Imolese;42086;;
CASTEL DEL RIO;CITTA' METROPOLITANA DI BOLOGNA;Trattoria Tubeya;Locale caratteristico situato in località panoramica sul confine tosco-romagnolo, circondato da un ambiente naturale di pregio, offre una splendida vista panoramica.;http://turismoimolese.cittametropolitana.bo.it//Engine/RAServePG.php/P/48371RTI0700/L/0;;;RISTORANTI, PIZZERIE, AGRITURISMI;Via Sillaro, 1540 Loc. Belvedere - 40022 Castel del Rio (BO);;Area Imolese;42086;;
CASTEL DI CASIO;CITTA' METROPOLITANA DI BOLOGNA;Locanda Trattoria La Piazza di Casio;"La Locanda Trattoria ""La piazza di casio"" è specializzata nella preparazione di piatti casarecci e dagli antichi sapori.Da noi potrai riassaporare i piaceri della pasta fatta in casa, della cacciagione e dei funghi tipici del nostro appennino, e del famoso Tartufo Bianco, di cui Castel di Casio ...";http://www.appenninobolognese.net/apbo/index.cfm?event=scheda&qpTemaID=11&qpNEWS_ID=5000360;;;RISTORANTI, PIZZERIE, AGRITURISMI;piazza della Torre 6 - 40030 Castel Di Casio BO;;Appennino Bolognese;42128;44.162319;11.037017
CASTEL DI CASIO;CITTA' METROPOLITANA DI BOLOGNA;"Ristorante ""Del Lago""";"Il Ristorante ""Del Lago"" offre la possibilità di assaggiare piatti montanari tipici della zona, tagliatelle, tortelloni, tortellini, tigelle con salume, funghi e su prenotazione piatti davvero speciali fra cui il tartufo, il cinghiale con polenta e molto altro ancora.";http://www.appenninobolognese.net/apbo/index.cfm?event=scheda&qpTemaID=11&qpNEWS_ID=5483;;;RISTORANTI, PIZZERIE, AGRITURISMI;Via Tramonti, 32 - 40030 Castel Di Casio BO;;Appennino Bolognese;42128;44.13607;11.036737
CASTEL DI CASIO;CITTA' METROPOLITANA DI BOLOGNA;"Ristorante ""la Prossima""";"Il Ristorante ""la Prossima"" offre un ambiente accogliente in un locale caratteristico situato sul crinale di Castel di Casio, immersi nel verde dell' appennino Tosco-Emiliano tra borghi e cittadelle secolari, nell' ambito dei Parchi Regionali, quali il Parco dei Laghi e del Corno alle Scale, ...";http://www.appenninobolognese.net/apbo/index.cfm?event=scheda&qpTemaID=11&qpNEWS_ID=5586;;;RISTORANTI, PIZZERIE, AGRITURISMI;Via Prostima, 2 - 40030 Castel Di Casio BO;;Appennino Bolognese;42128;44.164116;11.038
CASTEL DI CASIO;CITTA' METROPOLITANA DI BOLOGNA;"Rristorante ""Ai Prati""";"Il ristorante ""Ai Prati"" offre la possibilità di assaggiare piatti montanari tipici della zona, tagliatelle, tortelloni, tortellini, tigelle con salume, funghi e su prenotazione piatti davvero speciali fra cui il tartufo, il cinghiale con polenta e molto altro ancora.";http://www.appenninobolognese.net/apbo/index.cfm?event=scheda&qpTemaID=11&qpNEWS_ID=5355;;;RISTORANTI, PIZZERIE, AGRITURISMI;Via Fornasini, 21/1 - 40030 Castel Di Casio BO;;Appennino Bolognese;42128;44.178738;10.985894
CASTEL GUELFO DI BOLOGNA;CITTA' METROPOLITANA DI BOLOGNA;I Due Castelli;Ristorante pizzeria self-service Camst.;http://turismoimolese.cittametropolitana.bo.it//Engine/RAServePG.php/P/48271RTI0700/L/0;;;RISTORANTI, PIZZERIE, AGRITURISMI;Via della Concia, 15 - 40023 Castel Guelfo (BO);;Area Imolese;42086;;
CASTEL GUELFO DI BOLOGNA;CITTA' METROPOLITANA DI BOLOGNA;Locanda dell'Agnese;Cucina tradizionale con prodotti locali e stagionali, tra i quali porcini e tartufo.;http://turismoimolese.cittametropolitana.bo.it//Engine/RAServePG.php/P/48291RTI0700/L/0;;;RISTORANTI, PIZZERIE, AGRITURISMI;Via Larga, 1- 40023 Castel Guelfo (BO);;Area Imolese;42086;;
CASTEL GUELFO DI BOLOGNA;CITTA' METROPOLITANA DI BOLOGNA;Locanda Solarola;Locanda Solarola è un?incantevole cascina immersa nel verde della campagna Bolognese.;http://turismoimolese.cittametropolitana.bo.it//Engine/RAServePG.php/P/48281RTI0700/L/0;;;RISTORANTI, PIZZERIE, AGRITURISMI;Via Santa Croce, 5/b - 40023 Castel Guelfo (BO);;Area Imolese;42086;;
CASTEL GUELFO DI BOLOGNA;CITTA' METROPOLITANA DI BOLOGNA;Osteria Del Cioccolato;Un ambiente accogliente, classico ed elegante caratterizza l'Osteria, dove si degusterà una cucina tradizionale, ma anche piatti dove non mancherà il creativo abbinamento con il cioccolato.;http://turismoimolese.cittametropolitana.bo.it//Engine/RAServePG.php/P/57171RTI0700/L/0;;;RISTORANTI, PIZZERIE, AGRITURISMI;Via del Viticoltore, 12- 40023 Castel Guelfo (BO);;Area Imolese;42086;;
CASTEL GUELFO DI BOLOGNA;CITTA' METROPOLITANA DI BOLOGNA;Ristorante La Rocca Guelfa;Pizzeria e ristorante.;http://turismoimolese.cittametropolitana.bo.it//Engine/RAServePG.php/P/48301RTI0700/L/0;;;RISTORANTI, PIZZERIE, AGRITURISMI;Via Mura, 21 - 40023 Castel Guelfo (BO);;Area Imolese;42086;;
CASTEL GUELFO DI BOLOGNA;CITTA' METROPOLITANA DI BOLOGNA;Ristorante Pizzeria Il Baccanale;Cucina regionale e pizza.;http://turismoimolese.cittametropolitana.bo.it//Engine/RAServePG.php/P/51071RTI0700/L/0;;;RISTORANTI, PIZZERIE, AGRITURISMI;Via San Carlo, 12/19 - Loc. Poggio Piccolo 40023 Castel Guelfo (BO);;Area Imolese;42086;;
CASTEL MAGGIORE;CITTA' METROPOLITANA DI BOLOGNA;Berberè;Pezzo forte del locale è la pizza, impastata con farine macinate a pietra, lievito da pasta madre e ingredienti creativi...;http://turismoinpianura.cittametropolitana.bo.it//Engine/RAServePG.php/P/72311RTP0600/L/0;http://turismoinpianura.cittametropolitana.bo.it//Immagini/DoveMangiare/CastelMaggiore_RistPizzeria_Berbere_pizza_trancioSq.jpg;Berberè;RISTORANTI, PIZZERIE, AGRITURISMI;Via Pio La Torre, 4/b - 40013 Castel Maggiore (BO);;Pianura Bolognese;42083;;
CASTEL MAGGIORE;CITTA' METROPOLITANA DI BOLOGNA;Corte dei Molini;Nelle suggestive sale con archi a volta, un omaggio ai sapori della territorio, abbinati ai vini di propria produzione...;http://turismoinpianura.cittametropolitana.bo.it//Engine/RAServePG.php/P/76001RTP0600/L/0;http://turismoinpianura.cittametropolitana.bo.it//Immagini/DoveMangiare/Corte-dei-molini_castel-maggiore.jpg;Corte dei Molini;RISTORANTI, PIZZERIE, AGRITURISMI;Via Matteotti, 161/a, loc. Castello - 40013 Castel Maggiore (BO);;Pianura Bolognese;42083;;
CASTEL MAGGIORE;CITTA' METROPOLITANA DI BOLOGNA;Ristorante la Scuderia;Cucina emiliana che punta sulle specialità della sfoglina, come tagliatelle, cappelli del prete, gnocchetti , tortelloni e tortellini...;http://turismoinpianura.cittametropolitana.bo.it//Engine/RAServePG.php/P/72291RTP0600/L/0;http://turismoinpianura.cittametropolitana.bo.it//Immagini/DoveMangiare/CastelMaggiore_RistLaScuderia_ingresso_Sq.jpg;Ristorante la Scuderia;RISTORANTI, PIZZERIE, AGRITURISMI;Via San Pierino, 48 - 40013 Castel Maggiore (BO);;Pianura Bolognese;42083;;
CASTEL MAGGIORE;CITTA' METROPOLITANA DI BOLOGNA;Trattoria il Sole del Trebbo;Con oltre mezzo secolo di esperienza come trattoria emiliana, offre primi piatti di pasta fresca e ingredienti selezionati...;http://turismoinpianura.cittametropolitana.bo.it//Engine/RAServePG.php/P/72631RTP0600/L/0;http://turismoinpianura.cittametropolitana.bo.it//Immagini/DoveMangiare/CastelMaggiore_Trebbo_ATrattoriaIlSole_frittoAllaBO_fbSq.jpg;Trattoria il Sole del Trebbo;RISTORANTI, PIZZERIE, AGRITURISMI;Via Lame, 67 - 40013 Trebbo di Castel Maggiore (BO);;Pianura Bolognese;42083;;
CASTEL SAN PIETRO TERME;CITTA' METROPOLITANA DI BOLOGNA;Agriturismo La Colombara;Cucina Emiliana - Romagnola;http://turismoimolese.cittametropolitana.bo.it//Engine/RAServePG.php/P/51401RTI0700/L/0;;;RISTORANTI, PIZZERIE, AGRITURISMI;Via Emilia Levante, 2866 - 40024 Castel San Pietro Terme (BO);;Area Imolese;42086;;
CASTEL SAN PIETRO TERME;CITTA' METROPOLITANA DI BOLOGNA;Agriturismo Rio Rosso;Specialità del ristorante: pasta, pane, dolci, gelati fatti in casa,arrosti, brasati,carni alla griglia,arrosticini di castrato.;http://turismoimolese.cittametropolitana.bo.it//Engine/RAServePG.php/P/50301RTI0700/L/0;;;RISTORANTI, PIZZERIE, AGRITURISMI;Via Ca' Venturoli, 1948 - 40024 Castel San Pietro Terme (BO);;Area Imolese;42086;;
CASTEL SAN PIETRO TERME;CITTA' METROPOLITANA DI BOLOGNA;Agriturismo Rio Soglia;La cucina casalinga utilizza prodotti agricoli dell?azienda.;http://turismoimolese.cittametropolitana.bo.it//Engine/RAServePG.php/P/51411RTI0700/L/0;;;RISTORANTI, PIZZERIE, AGRITURISMI;Via Montecalderaro, 575 - 40024 Castel San Pietro Terme (BO);;Area Imolese;42086;;
CASTEL SAN PIETRO TERME;CITTA' METROPOLITANA DI BOLOGNA;Agriturismo San Martino;Cucina Emiliana - Romagnola;http://turismoimolese.cittametropolitana.bo.it//Engine/RAServePG.php/P/51421RTI0700/L/0;;;RISTORANTI, PIZZERIE, AGRITURISMI;Via Tanari, 7493 Loc. S. Martino In Pedriolo  - 40024 Castel San Pietro Terme (BO);;Area Imolese;42086;;
CASTEL SAN PIETRO TERME;CITTA' METROPOLITANA DI BOLOGNA;Agriturismo Vinea Regum;Il fabbricato principale viene costruito nel 1989, nel 2004 viene ristrutturato per dare vita a questa azienda agrituristica nata dalla passione e l?amore per l?natura incontaminata.;http://turismoimolese.cittametropolitana.bo.it//Engine/RAServePG.php/P/50271RTI0700/L/0;;;RISTORANTI, PIZZERIE, AGRITURISMI;Via Croce Conta, 1520 - 40024 Castel San Pietro Terme (BO);;Area Imolese;42086;;
CASTEL SAN PIETRO TERME;CITTA' METROPOLITANA DI BOLOGNA;Antica Trattoria La Quercia;Specialità Bolognesi - Funghi Porcini, Ovoli, Tartufo Bianco in Stagione.;http://turismoimolese.cittametropolitana.bo.it//Engine/RAServePG.php/P/48351RTI0700/L/0;;;RISTORANTI, PIZZERIE, AGRITURISMI;Via Tanari, 1348 - 40024 Castel San Pietro Terme;;Area Imolese;42086;;
CASTEL SAN PIETRO TERME;CITTA' METROPOLITANA DI BOLOGNA;Chinese Natural Restaurant;Cucina cinese;http://turismoimolese.cittametropolitana.bo.it//Engine/RAServePG.php/P/51331RTI0700/L/0;;;RISTORANTI, PIZZERIE, AGRITURISMI;Via Emilia, 6319 loc. Osteria Grande - 40024 Castel San Pietro Terme (BO);;Area Imolese;42086;;
CASTEL SAN PIETRO TERME;CITTA' METROPOLITANA DI BOLOGNA;Due Portoni Inn;Specialità: Pasta al mattarello e grigliata di carne.;http://turismoimolese.cittametropolitana.bo.it//Engine/RAServePG.php/P/51281RTI0700/L/0;;;RISTORANTI, PIZZERIE, AGRITURISMI;Via Mazzini, 133 - 40024 Castel San Pietro Terme (BO);;Area Imolese;42086;;
CASTEL SAN PIETRO TERME;CITTA' METROPOLITANA DI BOLOGNA;La Civichella Osteria con Cucina;Salumeria, bar, tabacchi, prodotti tipici locali e regionali.;http://turismoimolese.cittametropolitana.bo.it//Engine/RAServePG.php/P/48021RTI0700/L/0;;;ENOTECHE, OSTERIE, VINERIE;Via Viara, 5029/A - 40024 Castel San Pietro Terme (BO);;Area Imolese;42086;;
CASTEL SAN PIETRO TERME;CITTA' METROPOLITANA DI BOLOGNA;Lao Cafè Restaurant & Joy;Il ristorante si trova al centro del lago Scardovi.;http://turismoimolese.cittametropolitana.bo.it//Engine/RAServePG.php/P/51041RTI0700/L/0;;;RISTORANTI, PIZZERIE, AGRITURISMI;Viale Terme, 1060 - 40024 Castel San Pietro Terme (BO);;Area Imolese;42086;;
CASTEL SAN PIETRO TERME;CITTA' METROPOLITANA DI BOLOGNA;Osteria Cicceria;Entrando si è avvolti in un?atmosfera rustica e accogliente: arredamenti semplici ma di tono, dove sembra di respirare aria di casa.;http://turismoimolese.cittametropolitana.bo.it//Engine/RAServePG.php/P/51381RTI0700/L/0;;;ENOTECHE, OSTERIE, VINERIE;Via Matteotti, 41 - 40024 Castel San Pietro Terme (BO);;Area Imolese;42086;;
CASTEL SAN PIETRO TERME;CITTA' METROPOLITANA DI BOLOGNA;Osteria Da Cesare;Osteria, locanda, Room and Breakfast per trascorrere un soggiorno rilassante a pochi chilometri dalle Terme e da Bologna.;http://turismoimolese.cittametropolitana.bo.it//Engine/RAServePG.php/P/51351RTI0700/L/0;;;ENOTECHE, OSTERIE, VINERIE;Via Tanari, 5418 Loc. Liano - 40024 Castel San Pietro Terme (BO);;Area Imolese;42086;;
CASTEL SAN PIETRO TERME;CITTA' METROPOLITANA DI BOLOGNA;Osteria Del Borgo;Cucina Emiliana-Romagnola;http://turismoimolese.cittametropolitana.bo.it//Engine/RAServePG.php/P/51291RTI0700/L/0;;;RISTORANTI, PIZZERIE, AGRITURISMI;Via Cavour, 28 - 40024 Castel San Pietro Terme (BO);;Area Imolese;42086;;
CASTEL SAN PIETRO TERME;CITTA' METROPOLITANA DI BOLOGNA;Osteria Il sapore antico;Osteria con cucina tipica emiliano romagnola.;http://turismoimolese.cittametropolitana.bo.it//Engine/RAServePG.php/P/48031RTI0700/L/0;;;ENOTECHE, OSTERIE, VINERIE;Via San Martino, 64 - 40024 Castel San Pietro Terme (BO);;Area Imolese;42086;;
CASTEL SAN PIETRO TERME;CITTA' METROPOLITANA DI BOLOGNA;Osteria La Palazzina;Specialità: tortelloni, cinghiale con polenta, cinghiale, patate al forno, crescentine, tagliatelle;http://turismoimolese.cittametropolitana.bo.it//Engine/RAServePG.php/P/57181RTI0700/L/0;;;ENOTECHE, OSTERIE, VINERIE;Via Bianchina, 1 Loc. Ozzano Emilia - 40024 Castel San Pietro Terme (BO);;Area Imolese;42086;;
CASTEL SAN PIETRO TERME;CITTA' METROPOLITANA DI BOLOGNA;Osteria Novella;Osteria e trattoria;http://turismoimolese.cittametropolitana.bo.it//Engine/RAServePG.php/P/51391RTI0700/L/0;;;ENOTECHE, OSTERIE, VINERIE;Via Tanari, 10500 Loc. Vedriano - 40024 Castel San Pietro Terme (BO);;Area Imolese;42086;;
CASTEL SAN PIETRO TERME;CITTA' METROPOLITANA DI BOLOGNA;Osteria San Pietro;Un'osteria a conduzione familiare che vi offre cibi preparati con antiche ricette e vini delle colline.;http://turismoimolese.cittametropolitana.bo.it//Engine/RAServePG.php/P/57191RTI0700/L/0;;;ENOTECHE, OSTERIE, VINERIE;Via San Pietro, 35 Loc. Ozzano Emilia - 40024 Castel San Pietro Terme (BO);;Area Imolese;42086;;
CASTEL SAN PIETRO TERME;CITTA' METROPOLITANA DI BOLOGNA;Pizzerie Take Away;Pizzerie Take Away;http://turismoimolese.cittametropolitana.bo.it//Engine/RAServePG.php/P/51321RTI0700/L/0;;;RISTORANTI, PIZZERIE, AGRITURISMI;Castel San Pietro Terme;;Area Imolese;42086;;
CASTEL SAN PIETRO TERME;CITTA' METROPOLITANA DI BOLOGNA;Pub Grace O'Malley;Pub arredato in stile irlandese.;http://turismoimolese.cittametropolitana.bo.it//Engine/RAServePG.php/P/48661RTI0700/L/0;;;ENOTECHE, OSTERIE, VINERIE;Via Matteotti, 109 - 40024 Castel San Pietro Terme (BO);;Area Imolese;42086;;
CASTEL SAN PIETRO TERME;CITTA' METROPOLITANA DI BOLOGNA;Pub Mc Leod;Il Pub Mc Leod è un locale caratteristico per giovani con atmosfera tipicamente anglosassone.;http://turismoimolese.cittametropolitana.bo.it//Engine/RAServePG.php/P/48651RTI0700/L/0;;;ENOTECHE, OSTERIE, VINERIE;Via Cavour, 24 - 40024 Castel San Pietro Terme (BO);;Area Imolese;42086;;
CASTEL SAN PIETRO TERME;CITTA' METROPOLITANA DI BOLOGNA;Ristorante Arlecchino;"Un locale per chi cerca buoni sapori e ama mangiare bene, troverete una gestione familiare, che prepara con cura i primi piatti fatti al mattarello e curati dalle sapienti mani delle nostre ""sfogline"".";http://turismoimolese.cittametropolitana.bo.it//Engine/RAServePG.php/P/46121RTI0700/L/0;;;RISTORANTI, PIZZERIE, AGRITURISMI;Via della Repubblica, 23 - 40024 Castel San Pietro Terme;;Area Imolese;42086;;
CASTEL SAN PIETRO TERME;CITTA' METROPOLITANA DI BOLOGNA;Ristorante Dalla Mamma;Cucina Regionale.;http://turismoimolese.cittametropolitana.bo.it//Engine/RAServePG.php/P/51361RTI0700/L/0;;;RISTORANTI, PIZZERIE, AGRITURISMI;Via Emilia, 6089 loc. Osteria Grande - 40024 Castel San Pietro Terme (BO);;Area Imolese;42086;;
CASTEL SAN PIETRO TERME;CITTA' METROPOLITANA DI BOLOGNA;Ristorante Dalla Mery;Specialità: Tortelloni, garganelli, tagliatelle, strozzapreti, grigliata di carne, crescentine, formaggi e salumi.;http://turismoimolese.cittametropolitana.bo.it//Engine/RAServePG.php/P/51371RTI0700/L/0;;;RISTORANTI, PIZZERIE, AGRITURISMI;Via Montecalderaro, 14 - 40024 Varignana-Palesio (BO);;Area Imolese;42086;;
